Tarte amandine aux figues,"Ingrédients : pâte brisée,oeuf,sucre en poudre,crème fraîche,poudre d'amande,figue fraîches.Garnir un moule à tarte avec la pâte brisée. La faire cuire à blanc dans le bas du four, 10 min à 180°C...",4.7,50 min,false,https://www.marmiton.org/recettes/recette_tarte-amandine-aux-figues_25254.aspx
Houmous de patate douce au pesto,"Ingrédients : patate douce,pois chiches précuits,Bugles® saveur paprika rôti,tahini,sirop d'érable,persil,ail,parmesan râpé,huile d'olive,patate douce,pois chiches précuits,Bugles®...",0,45 min,false,https://www.marmiton.org/recettes/recette_sweet-potato-parade_392123.aspx
"Gâteau pommes, noix et cannelle","Ingrédients : oeuf,huile,cannelle,sucre vanillé,sucre,farine,levure chimique,pomme,cerneau de noix.Mélangez au fouet les oeufs, l'huile, la cannelle, les sucres, puis la farine tamisée avec la levure chimique....",4.7,Préparation : 25 minCuisson :1 h,false,https://www.marmiton.org/recettes/recette_gateau-pommes-noix-et-cannelle_16982.aspx
Tagliatelles au saumon frais,"Ingrédients : tagliatelles fraîches (de préférence),saumon frais (ou surgelé) coupé en dés,crème fraîche,beurre,poivre,sel,muscade,parmesan râpé.Cuire les pâtes à l'eau bouillante salée selon le temps...",4.6,Préparation : 30 minCuisson :30 min ,false,https://www.marmiton.org/recettes/recette_tagliatelles-au-saumon-frais_11354.aspx
Tarte à la rhubarbe,Ingrédients : fond de pât,4.7,Préparation : 30 minCuisson :50 min ,false,https://www.marmiton.org/recettes/recette_tarte-a-la-rhubarbe_14305.aspx
Crumble rapide à la mangue et aux fruits de la passion,"Ingrédients : beurre,cass",4.8,Préparation : 15 minCuisson :30 min ,false,https://www.marmiton.org/recettes/recette_crumble-rapide-a-la-mangue-et-aux-fruits-de-la-passion_47960.aspx
